GCODE,ESCROLL_CAT,GID,PENSION_TYPE,BRANCH_CODE,BRANCH_NAME,BRANCH_PIN,BRANCH_STATE,BIRTH_YEAR,SUBMITTED_STATUS,WAIVER_UPTO,SUBMISSION_MODE,VERIFICATION_TYPE,CERTIFICATE_SUBMISSION_DATE,PENSIONER_PINCODE,PENSIONER_DISTNAME,PENSIONER_STATENAME
STATE,STATE,ORISSA_7,F,00016,BALASORE,756001,ODISHA,1961,SUBMITTED,,PLC,,12-11-2024,756003,Baleshwar,ODISHA
STATE,STATE,ORISSA_19,F,00033,BERHAMPUR GANJAM,760001,ODISHA,1959,SUBMITTED,,DLC,,01-12-2024,760002,Ganjam,ODISHA
STATE,STATE,KARNATAKA_6,F,07377,PATEL NAGAR (DIST BALLARI),583101,KARNATAKA,1971,SUBMITTED,,PLC,,03-12-2024,583101,Bellary,KARNATAKA
STATE,STATE,MADHYA_PRADESH_1,F,00355,DAMOH,470661,MADHYA PRADESH,1967,SUBMITTED,,PLC,,28-01-2025,470661,Damoh,MADHYA PRADESH
STATE,STATE,CHATTISGARH_1,F,05515,PUSSORE,496440,CHATTISGARH,1972,SUBMITTED,,PLC,,07-11-2024,496440,Raigarh,CHHATTISGARH
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,NIHFW_1,F,01624,NIHFW,110067,NCT OF DELHI,1949,SUBMITTED,,PLC,,06-11-2024,,,
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,NIHFW_1,F,01624,NIHFW,110067,NCT OF DELHI,1952,SUBMITTED,,PLC,,19-11-2024,,,
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,NIHFW_1,F,11562,VASANT SQUARE BRANCH,110070,NCT OF DELHI,1972,SUBMITTED,,PLC,,19-11-2024,110070,South West,NCT OF DELHI
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,NIHFW_1,F,06667,SAMEPUR,110042,NCT OF DELHI,1948,SUBMITTED,,PLC,,03-12-2024,110042,North West,NCT OF DELHI
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,NIHFW_1,F,01624,NIHFW,110067,NCT OF DELHI,1966,SUBMITTED,,PLC,,06-11-2024,110030,South West,NCT OF DELHI
STATE,STATE,TRIPURA_1,F,00216,UDAIPUR,799120,TRIPURA,1978,SUBMITTED,,PLC,,09-12-2024,799013,South Tripura,TRIPURA
STATE,STATE,TRIPURA_1,F,00216,UDAIPUR,799120,TRIPURA,1978,SUBMITTED,,PLC,,09-12-2024,799013,South Tripura,TRIPURA
STATE,STATE,TRIPURA_1,F,16355,NEW SECRETARIAT BRANCH AGARTALA,799010,TRIPURA,1977,SUBMITTED,,PLC,,12-11-2024,799001,West Tripura,TRIPURA
STATE,STATE,ORISSA_11,F,00033,BERHAMPUR GANJAM,760001,ODISHA,1948,SUBMITTED,,DLC,,20-11-2024,761200,Gajapati,ODISHA
STATE,STATE,ORISSA_7,F,00036,BHADRAK,756100,ODISHA,1950,SUBMITTED,,DLC,,17-11-2024,756181,Bhadrak,ODISHA
STATE,STATE,CHATTISGARH_1,F,00370,DURG MAIN BRANCH,491001,CHATTISGARH,1971,SUBMITTED,,PLC,,05-11-2024,491001,Durg,CHHATTISGARH
STATE,STATE,CHATTISGARH_1,F,05516,TOKAPAL,494001,CHATTISGARH,1980,SUBMITTED,,PLC,,13-11-2024,494442,Bastar,CHHATTISGARH
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,ICAR_125,F,08874,KAUSALYAGANGA,751002,ODISHA,1959,SUBMITTED,,PLC,,21-11-2024,754131,Cuttack,ODISHA
CENTRAL,CPAO,CIVIL_2,F,04851,MAIN BRANCH HAMIRPUR,177001,HIMACHAL PRADESH,1960,First_Year_Waiver,31-10-2025,,,,177001,Hamirpur,HIMACHAL PRADESH
CENTRAL,RAILWAY,RAILWAY_6,F,14793,ACB BIJOY NAGAR,781122,ASSAM,1969,SUBMITTED,,PLC,,17-02-2025,781122,Kamrup,ASSAM
CENTRAL,RAILWAY,RAILWAY_6,F,00229,MALIGAON,781011,ASSAM,1994,SUBMITTED,,PLC,,06-12-2024,781001,Kamrup Metropolitan,ASSAM
STATE,STATE,ASSAM_1,F,04419,BELTOLA,781028,ASSAM,1974,SUBMITTED,,PLC,,13-11-2024,781029,Kamrup Metropolitan,ASSAM
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,AIIMS_1,F,01536,AIIMS DELHI,110029,NCT OF DELHI,1982,SUBMITTED,,PLC,,10-01-2025,110049,South,NCT OF DELHI
CENTRAL,CPAO,CIVIL_39,F,13183,GOLE MARKET DELHI,110001,NCT OF DELHI,1992,SUBMITTED,,PLC,,30-11-2024,110055,Central,NCT OF DELHI
STATE AUTONOMOUS BODIES,AUTONOMOUS,MPUAD_1,F,64353,TRANSPORT NAGAR GUNA,473001,MADHYA PRADESH,1980,SUBMITTED,,PLC,,05-12-2024,473226,Guna,MADHYA PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,03215,MAIN BRANCH SHIVPURI,473551,MADHYA PRADESH,1962,SUBMITTED,,PLC,,22-11-2024,473551,Shivpuri,MADHYA PRADESH
STATE,STATE,BIHAR_1,F,03002,SHEIKHPURA,811105,BIHAR,1960,SUBMITTED,,PLC,,25-11-2024,811105,Sheikhpura,BIHAR
STATE,STATE,MADHYA_PRADESH_1,F,07720,KHAMARIA JHANSIGHAT,487118,MADHYA PRADESH,1976,SUBMITTED,,PLC,,07-12-2024,487118,Narsimhapur,MADHYA PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,05855,B H E L PLANT AREA(BHOPAL),462022,MADHYA PRADESH,1972,SUBMITTED,,PLC,,11-11-2024,462021,Bhopal,MADHYA PRADESH
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,KVS_2,F,08063,INDIRA NAGAR (BAREILLY),263005,UTTAR PRADESH,1967,SUBMITTED,,PLC,,28-01-2025,243122,Bareilly,UTTAR PRADESH
CENTRAL,DEFENCE,DEFENCE_6,F,18133,KADAMTALA,735101,WEST BENGAL,1974,SUBMITTED,,PLC,,18-01-2025,735121,Jalpaiguri,WEST BENGAL
STATE,STATE,BIHAR_16,F,00153,PATNA SECRETARIAT,800015,BIHAR,1968,SUBMITTED,,PLC,,16-11-2024,855117,Kishanganj,BIHAR
CENTRAL,CPAO,CIVIL_2,F,05561,BABA JARAGNAGAR(KOLHAPUR CITY),416013,MAHARASHTRA,1962,SUBMITTED,,PLC,,07-11-2024,416012,Kolhapur,MAHARASHTRA
CENTRAL,CPAO,CIVIL_2,F,07957,A G O COMPLEX RANCHI,834002,JHARKHAND,1949,SUBMITTED,,PLC,,05-11-2024,834001,Ranchi,JHARKHAND
CENTRAL,CPAO,CIVIL_2,F,07957,A G O COMPLEX RANCHI,834002,JHARKHAND,1949,SUBMITTED,,PLC,,05-11-2024,834001,Ranchi,JHARKHAND
CENTRAL,CPAO,CIVIL_39,F,00931,TIRUMANGALAM,625706,TAMIL NADU,1997,SUBMITTED,,DLC,,29-11-2024,625706,Madurai,TAMIL NADU
CENTRAL,CPAO,CIVIL_2,F,12202,NARNAUL,123001,HARYANA,1965,SUBMITTED,,PLC,,27-11-2024,123001,Mahendragarh,HARYANA
STATE,STATE,ASSAM_1,F,00221,NEW GUWAHATI,781021,ASSAM,1994,SUBMITTED,,PLC,,02-01-2025,781020,Kamrup Metropolitan,ASSAM
STATE,STATE,ASSAM_1,F,17222,SONAI,788119,ASSAM,1975,SUBMITTED,,PLC,,08-11-2024,788101,Cachar,ASSAM
STATE,STATE,ASSAM_1,F,00083,GOLAGHAT,785621,ASSAM,1968,SUBMITTED,,PLC,,27-11-2024,785705,Golaghat,ASSAM
STATE,STATE,MADHYA_PRADESH_1,F,03512,BHIND,477001,MADHYA PRADESH,1957,SUBMITTED,,PLC,,29-11-2024,477332,Bhind,MADHYA PRADESH
STATE,STATE,PUNJAB_1,F,50754,SUNAM-NGM,147001,PUNJAB,1975,SUBMITTED,,PLC,,02-12-2024,148035,Sangrur,PUNJAB
CENTRAL,RAILWAY,RAILWAY_1,F,11418,FRIENDS COLONY (NAGPUR),440013,MAHARASHTRA,1960,SUBMITTED,,PLC,,02-12-2024,441111,Nagpur,MAHARASHTRA
STATE,STATE,ASSAM_1,F,01171,RANGIYA,781354,ASSAM,1970,SUBMITTED,,PLC,,09-12-2024,781354,Kamrup,ASSAM
STATE,STATE,ASSAM_1,F,11616,SONAPUR,782402,ASSAM,1968,SUBMITTED,,PLC,,16-12-2024,782403,Kamrup Metropolitan,ASSAM
STATE,STATE,ASSAM_1,F,00078,GUWAHATI,781001,ASSAM,1979,SUBMITTED,,PLC,,04-11-2024,781003,Kamrup Metropolitan,ASSAM
CENTRAL,CPAO,CIVIL_2,F,31510,JAIPUR TILAK MARG,302005,RAJASTHAN,1996,SUBMITTED,,DLC,,02-01-2025,302005,Jaipur,RAJASTHAN
STATE,STATE,PUNJAB_1,F,50082,CIVIL HOSPITAL ROAD RUPNAGAR,140001,PUNJAB,1972,SUBMITTED,,PLC,,21-01-2025,140117,Rupnagar,PUNJAB
STATE AUTONOMOUS BODIES,AUTONOMOUS,MPPKVV_1,F,04910,DEORI (SAGAR),470226,MADHYA PRADESH,1972,SUBMITTED,,PLC,,07-11-2024,470226,Sagar,MADHYA PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,10845,KAILARAS DISTT MORENA,476224,MADHYA PRADESH,1964,SUBMITTED,,PLC,,26-11-2024,476224,Morena,MADHYA PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,30288,NANAKHEDA UJJAIN,456010,MADHYA PRADESH,1969,SUBMITTED,,PLC,,30-11-2024,456010,Ujjain,MADHYA PRADESH
CENTRAL,DEFENCE,DEFENCE_8,F,03591,SIBIAN,151001,PUNJAB,1951,SUBMITTED,,PLC,,02-01-2025,151003,Bathinda,PUNJAB
CENTRAL,DEFENCE,DEFENCE_8,F,00660,JALANDHAR,144001,PUNJAB,1951,SUBMITTED,,PLC,,18-11-2024,144001,Jalandhar,PUNJAB
CENTRAL,DEFENCE,DEFENCE_8,F,00660,JALANDHAR,144001,PUNJAB,1951,SUBMITTED,,PLC,,18-11-2024,144001,Jalandhar,PUNJAB
CENTRAL,CPAO,CIVIL_2,F,11585,SECTOR 18 CHANDIGARH,160018,CHANDIGARH,1967,SUBMITTED,,PLC,,05-11-2024,160019,Chandigarh,CHANDIGARH
CENTRAL,RAILWAY,RAILWAY_12,F,02915,BARHARWA,816101,JHARKHAND,1951,First_Year_Waiver,31-10-2025,,,,816101,Sahibganj,JHARKHAND
CENTRAL,CPAO,CIVIL_2,F,16173,KHODA,201001,UTTAR PRADESH,1982,SUBMITTED,,PLC,,04-11-2024,203001,Bulandshahr,UTTAR PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,30509,SAINATH COLONY BARWANI,451551,MADHYA PRADESH,1968,SUBMITTED,,PLC,,07-11-2024,454446,Barwani,MADHYA PRADESH
CENTRAL,CPAO,CIVIL_2,F,01884,PAREL (MUMBAI),400012,MAHARASHTRA,1965,SUBMITTED,,PLC,,07-11-2024,400012,Mumbai,MAHARASHTRA
CENTRAL,DEFENCE,DEFENCE_8,F,00700,PITHORAGARH,262501,UTTARAKHAND,1964,SUBMITTED,,PLC,,02-01-2025,262501,Pithoragarh,UTTARAKHAND
CENTRAL,CPAO,CIVIL_2,F,00052,CHAIBASA,833201,JHARKHAND,1980,SUBMITTED,,DLC,,14-01-2025,833201,Pashchimi Singhbhum,JHARKHAND
STATE,STATE,JHARKHAND_1,F,05613,SAHIBGANJ COLLEGE CAMPUS,816109,JHARKHAND,1958,SUBMITTED,,VLC,,29-11-2024,816109,Sahibganj,JHARKHAND
STATE,STATE,JHARKHAND_1,F,05613,SAHIBGANJ COLLEGE CAMPUS,816109,JHARKHAND,1958,SUBMITTED,,VLC,,29-11-2024,816109,Sahibganj,JHARKHAND
STATE,STATE,TRIPURA_1,F,00002,AGARTALA,799001,TRIPURA,1986,SUBMITTED,,PLC,,21-11-2024,799003,West Tripura,TRIPURA
STATE,STATE,MADHYA_PRADESH_1,F,09259,SHAHPUR,484001,MADHYA PRADESH,1978,SUBMITTED,,PLC,,16-11-2024,484555,Shahdol,MADHYA PRADESH
CENTRAL,RAILWAY,RAILWAY_10,F,01008,GOVERNORPET (VIJAYAVADA),520002,ANDHRA PRADESH,1979,SUBMITTED,,PLC,,01-01-2025,520015,Krishna,ANDHRA PRADESH
CENTRAL,CPAO,CIVIL_2,F,11958,BANGANA,174307,HIMACHAL PRADESH,1970,SUBMITTED,,PLC,,09-12-2024,174308,Una,HIMACHAL PRADESH
STATE,STATE,KARNATAKA_6,F,20210,KUSHTAGI,584121,KARNATAKA,1977,SUBMITTED,,PLC,,05-12-2024,583277,Koppal,KARNATAKA
STATE,STATE,KARNATAKA_6,F,00846,HUBBALLI MAIN,580020,KARNATAKA,1959,SUBMITTED,,PLC,,17-12-2024,580020,Dharwad,KARNATAKA
STATE,STATE,KARNATAKA_29,F,40838,YELBURGA,583236,KARNATAKA,1986,SUBMITTED,,PLC,,07-12-2024,583232,Koppal,KARNATAKA
CENTRAL,CPAO,CIVIL_2,F,01375,ALIGANJ,207247,UTTAR PRADESH,1976,SUBMITTED,,DLC,,14-01-2025,207247,Etah,UTTAR PRADESH
CENTRAL,CPAO,CIVIL_2,F,14272,GOHANA,131301,HARYANA,1967,SUBMITTED,,PLC,,11-12-2024,131305,Sonipat,HARYANA
STATE,STATE,ORISSA_7,F,00046,BOLANGIR,767001,ODISHA,1946,SUBMITTED,,DLC,,22-11-2024,767002,Balangir,ODISHA
STATE,STATE,ORISSA_7,F,01083,ATHGARH,754029,ODISHA,1953,SUBMITTED,,PLC,,13-12-2024,754029,Cuttack,ODISHA
STATE,STATE,ORISSA_7,F,04854,DEOGARH,768108,ODISHA,1945,SUBMITTED,,DLC,,26-11-2024,768119,Debagarh,ODISHA
STATE,STATE,ORISSA_7,F,00059,CUTTACK,753002,ODISHA,1957,SUBMITTED,,PLC,,29-11-2024,753014,Cuttack,ODISHA
STATE,STATE,ARUNACHAL_PRADESH_9,F,06009,CHOWKHAM,795123,ARUNACHAL PRADESH,1952,SUBMITTED,,PLC,,03-12-2024,792104,Lohit,ARUNACHAL PRADESH
CENTRAL,CPAO,CIVIL_2,F,01624,NIHFW,110067,NCT OF DELHI,1965,SUBMITTED,,PLC,,22-11-2024,110034,North West,NCT OF DELHI
STATE,STATE,KARNATAKA_6,F,07173,JALIHAL,587114,KARNATAKA,1974,SUBMITTED,,PLC,,01-01-2025,587114,Bagalkot,KARNATAKA
STATE,STATE,KARNATAKA_29,F,13347,SBI ANAVATTI,577413,KARNATAKA,1988,SUBMITTED,,PLC,,22-11-2024,577129,Chikmagalur,KARNATAKA
STATE,STATE,MADHYA_PRADESH_1,F,02828,BARGHAT,480667,MADHYA PRADESH,1974,SUBMITTED,,PLC,,03-01-2025,480667,Seoni,MADHYA PRADESH
CENTRAL,CPAO,CIVIL_2,F,70177,T B ROAD PALAKKAD,678014,KERALA,1942,First_Year_Waiver,31-10-2025,,,,678004,Palakkad,KERALA
CENTRAL,CPAO,CIVIL_2,F,14582,THAMMANAM,682032,KERALA,1975,SUBMITTED,,DLC,,12-12-2024,682025,Ernakulam,KERALA
CENTRAL,CPAO,CIVIL_2,F,40388,ACB - BM ROAD KUSHAL NAGAR,571234,KARNATAKA,1950,First_Year_Waiver,31-10-2025,,,,571234,Kodagu,KARNATAKA
STATE,STATE,CHATTISGARH_1,F,01120,PENDRA ROAD,495117,CHATTISGARH,1979,SUBMITTED,,PLC,,27-11-2024,495117,Bilaspur,CHHATTISGARH
CENTRAL,CPAO,CIVIL_2,F,02875,MELA ROAD SHAKTINAGAR,474002,MADHYA PRADESH,1971,SUBMITTED,,PLC,,06-12-2024,474005,Gwalior,MADHYA PRADESH
CENTRAL,RAILWAY,RAILWAY_7,F,01227,MAIN ROAD BUXAR,802101,BIHAR,1945,SUBMITTED,,PLC,,29-11-2024,802101,Buxar,BIHAR
STATE,STATE,MADHYA_PRADESH_1,F,02881,PATERA,470772,MADHYA PRADESH,1971,SUBMITTED,,PLC,,21-12-2024,470772,Damoh,MADHYA PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,30100,BARETH,464123,MADHYA PRADESH,1983,SUBMITTED,,PLC,,10-12-2024,464221,Vidisha,MADHYA PRADESH
STATE,STATE,MADHYA_PRADESH_1,F,03761,JAURA,476221,MADHYA PRADESH,1978,SUBMITTED,,PLC,,14-01-2025,476221,Morena,MADHYA PRADESH
STATE,STATE,TRIPURA_1,F,03795,KUMARGHAT,799264,TRIPURA,1975,SUBMITTED,,PLC,,18-12-2024,799264,North Tripura,TRIPURA
STATE,STATE,TRIPURA_1,F,03795,KUMARGHAT,799264,TRIPURA,1975,SUBMITTED,,PLC,,18-12-2024,799264,North Tripura,TRIPURA
STATE,STATE,JHARKHAND_1,F,00061,DALTONGANJ,822101,JHARKHAND,1992,SUBMITTED,,PLC,,03-01-2025,822118,Palamu,JHARKHAND
CENTRAL,DEFENCE,DEFENCE_8,F,00146,NAGAON,782001,ASSAM,1954,SUBMITTED,,PLC,,19-11-2024,782103,Nagaon,ASSAM
STATE,STATE,ASSAM_1,F,07006,KALAG,781351,ASSAM,1978,SUBMITTED,,PLC,,12-11-2024,781350,Kamrup,ASSAM
CENTRAL,CPAO,CIVIL_2,F,03534,LOHARDAGA,835302,JHARKHAND,1971,SUBMITTED,,DLC,,25-11-2024,835302,Lohardaga,JHARKHAND
STATE,STATE,ORISSA_11,F,00094,JAJPUR TOWN,755001,ODISHA,1952,SUBMITTED,,PLC,,04-11-2024,755025,Jajapur,ODISHA
STATE,STATE,ASSAM_1,F,01803,ACB NARSINGPUR,788115,ASSAM,1972,SUBMITTED,,PLC,,16-11-2024,788013,Cachar,ASSAM
STATE,STATE,ASSAM_1,F,16522,PANIGAON CHARIALI BRANCH,782001,ASSAM,1965,SUBMITTED,,PLC,,26-11-2024,782141,Nagaon,ASSAM
STATE AUTONOMOUS BODIES,AUTONOMOUS,MPUAD_1,F,05339,ACB BARELI,464668,MADHYA PRADESH,1979,SUBMITTED,,PLC,,25-02-2025,464668,Raisen,MADHYA PRADESH
STATE,STATE,BIHAR_1,F,06427,AMY ARARIA,854311,BIHAR,1960,SUBMITTED,,PLC,,01-09-2025,854325,Araria,BIHAR
CENTRAL,RAILWAY,RAILWAY_15,F,30120,BADARWAS,473558,MADHYA PRADESH,1982,SUBMITTED,,PLC,,19-11-2024,473885,Shivpuri,MADHYA PRADESH
CENTRAL,RAILWAY,RAILWAY_14,F,01476,MINT TERMINUS (CHENNAI),600079,TAMIL NADU,1970,SUBMITTED,,PLC,,09-12-2024,600021,Chennai,TAMIL NADU
CENTRAL,CPAO,CIVIL_39,F,06554,BARI PAHARI,803118,BIHAR,1994,SUBMITTED,,PLC,,20-01-2025,803119,Nalanda,BIHAR
STATE,STATE,BIHAR_1,F,01254,DANAPUR,801503,BIHAR,1953,SUBMITTED,,DLC,,30-11-2024,801503,Patna,BIHAR
CENTRAL,DEFENCE,DEFENCE_8,F,70023,SASTHAMANGALAM,695010,KERALA,1962,SUBMITTED,,PLC,,05-11-2024,695013,Thiruvananthapuram,KERALA
STATE AUTONOMOUS BODIES,AUTONOMOUS,MPPKVV_1,F,02840,CHHAPARA,480884,MADHYA PRADESH,1975,SUBMITTED,,PLC,,12-03-2025,480884,Seoni,MADHYA PRADESH
STATE,STATE,KARNATAKA_6,F,06028,ACB HUMNABAD,585330,KARNATAKA,1954,SUBMITTED,,DLC,,20-11-2024,585330,Bidar,KARNATAKA
CENTRAL,CPAO,CIVIL_2,F,08977,MISHRA BAZAR (GHAZIPUR),233001,UTTAR PRADESH,1968,SUBMITTED,,PLC,,21-11-2024,233001,Ghazipur,UTTAR PRADESH
STATE,STATE,ASSAM_1,F,00119,KOKRAJHAR,783370,ASSAM,1984,SUBMITTED,,PLC,,16-11-2024,783347,Kokrajhar,ASSAM
STATE,STATE,ORISSA_7,F,00143,NAYAGARH,752069,ODISHA,1941,SUBMITTED,,PLC,,16-11-2024,752069,Nayagarh,ODISHA
STATE,STATE,ORISSA_7,F,07045,IRC VILLAGE BRANCH,751015,ODISHA,1952,SUBMITTED,,PLC,,27-11-2024,751015,Khordha,ODISHA
STATE,STATE,ORISSA_7,F,12112,BHANJANAGAR BAZAR,761126,ODISHA,1957,SUBMITTED,,PLC,,29-11-2024,761140,Ganjam,ODISHA
CENTRAL,DEFENCE,DEFENCE_6,F,03705,RAJPURA,184145,JAMMU AND KASHMIR,1952,SUBMITTED,,PLC,,06-11-2024,184141,Kathua,JAMMU & KASHMIR
CENTRAL,DEFENCE,DEFENCE_8,S,00616,BATALA,143505,PUNJAB,1968,SUBMITTED,,PLC,,03-01-2025,143507,Gurdaspur,PUNJAB
CENTRAL,CPAO,CIVIL_2,F,02572,MAHEWA,206128,UTTAR PRADESH,1965,First_Year_Waiver,31-10-2025,,,,206128,Etawah,UTTAR PRADESH
STATE,STATE,ORISSA_7,F,02064,MED COLL CAMPUS BERHAMPORE,760004,ODISHA,1962,SUBMITTED,,PLC,,06-12-2024,768001,Ganjam,ODISHA
CENTRAL,CPAO,CIVIL_2,F,00552,MALAD (WEST) MUMBAI,400064,MAHARASHTRA,1971,SUBMITTED,,PLC,,21-11-2024,400064,Mumbai Suburban,MAHARASHTRA
CENTRAL,CPAO,CIVIL_2,F,00552,MALAD (WEST) MUMBAI,400064,MAHARASHTRA,1971,SUBMITTED,,PLC,,21-11-2024,400064,Mumbai Suburban,MAHARASHTRA
STATE,STATE,ASSAM_1,F,00183,SILCHAR,788001,ASSAM,1970,SUBMITTED,,PLC,,20-11-2024,788003,Cachar,ASSAM
STATE,STATE,STATE_POLITICAL_AB_2,F,00484,SHRIRAMPUR,413709,MAHARASHTRA,1934,SUBMITTED,,PLC,,19-11-2024,413718,Ahmadnagar,MAHARASHTRA
STATE,STATE,GOA_14,F,06434,GAODONGREM (GOA),403702,GOA,1975,SUBMITTED,,PLC,,09-01-2025,403702,South Goa,GOA
STATE,STATE,TRIPURA_1,F,04544,ARUNDHUTI NAGAR,799003,TRIPURA,1968,SUBMITTED,,PLC,,11-11-2024,799003,West Tripura,TRIPURA
STATE,STATE,ORISSA_7,F,06411,BISHNUPUR,756051,ODISHA,1951,SUBMITTED,,PLC,,25-11-2024,756051,Baleshwar,ODISHA
STATE,STATE,ORISSA_11,F,03089,ACB DUNGARPALI,767023,ODISHA,1942,SUBMITTED,,PLC,,22-11-2024,768032,Bargarh,ODISHA
STATE,STATE,ORISSA_7,F,06934,TAKATPUR,757003,ODISHA,1969,SUBMITTED,,PLC,,21-11-2024,757001,Mayurbhanj,ODISHA
STATE,STATE,ORISSA_7,F,08095,MAHALA,754210,ODISHA,1943,SUBMITTED,,PLC,,04-11-2024,754223,Kendrapara,ODISHA
STATE,STATE,MADHYA_PRADESH_1,F,06808,MADHOGARH,485113,MADHYA PRADESH,1977,SUBMITTED,,DLC,,03-04-2025,485113,Satna,MADHYA PRADESH
CENTRAL,CPAO,CIVIL_2,F,32284,GUJRAWALA TOWN,110009,NCT OF DELHI,1954,First_Year_Waiver,31-10-2025,,,,110035,North West,NCT OF DELHI
CENTRAL,RAILWAY,RAILWAY_15,F,01834,A C B SHAPURA (BHITONI),483119,MADHYA PRADESH,1992,SUBMITTED,,PLC,,25-02-2025,483119,Jabalpur,MADHYA PRADESH
STATE,STATE,KARNATAKA_29,F,21362,GANDHINAGAR(JALIHAL CAMP),584128,KARNATAKA,1965,SUBMITTED,,PLC,,06-12-2024,584128,Raichur,KARNATAKA
STATE,STATE,ARUNACHAL_PRADESH_1,F,05821,ROING,792110,ARUNACHAL PRADESH,1979,SUBMITTED,,PLC,,30-12-2024,792110,Lower Dibang Valley,ARUNACHAL PRADESH
STATE,STATE,KARNATAKA_29,F,61312,MINI VIDHAN SOUDHA KALABURAGI,585102,KARNATAKA,1982,SUBMITTED,,PLC,,05-11-2024,585105,Gulbarga,KARNATAKA
CENTRAL,CPAO,CIVIL_39,F,21254,TEKKALI BAZAR,532201,ANDHRA PRADESH,1999,SUBMITTED,,PLC,,17-12-2024,532216,Srikakulam,ANDHRA PRADESH
CENTRAL,RAILWAY,RAILWAY_14,F,15900,VELLALUR,641111,TAMIL NADU,1974,SUBMITTED,,PLC,,12-11-2024,641023,Coimbatore,TAMIL NADU
STATE,STATE,KARNATAKA_29,F,00838,GADAG BRANCH,582101,KARNATAKA,1956,SUBMITTED,,PLC,,06-11-2024,582101,Gadag,KARNATAKA
STATE,STATE,KARNATAKA_6,F,06706,YELAHANKA NEW TOWN (BENGALURU),560064,KARNATAKA,1974,SUBMITTED,,PLC,,09-12-2024,560064,Bangalore,KARNATAKA
CENTRAL,DEFENCE,DEFENCE_6,F,00195,TEZPUR,784001,ASSAM,1987,SUBMITTED,,PLC,,05-11-2024,784001,Sonitpur,ASSAM
STATE,STATE,ASSAM_1,F,03030,DISPUR (GUWAHATI),781006,ASSAM,1975,SUBMITTED,,PLC,,29-07-2025,788724,Karimganj,ASSAM
CENTRAL,RAILWAY,RAILWAY_14,F,10666,THIRUNINRAVUR,602024,TAMIL NADU,1979,SUBMITTED,,PLC,,01-11-2024,602024,Thiruvallur,TAMIL NADU
STATE,STATE,BIHAR_1,F,00203,KATIHAR,854105,BIHAR,1964,SUBMITTED,,PLC,,07-02-2025,854105,Katihar,BIHAR
STATE AUTONOMOUS BODIES,AUTONOMOUS,DVB_ETBF_1,F,04281,RAJGHAT POWER HOUSE,110002,NCT OF DELHI,1963,SUBMITTED,,PLC,,30-12-2024,,,
STATE AUTONOMOUS BODIES,AUTONOMOUS,MPUAD_1,F,01260,SATNA CITY,485001,MADHYA PRADESH,1975,SUBMITTED,,PLC,,29-11-2024,485001,Satna,MADHYA PRADESH
STATE,STATE,PUNJAB_1,S,01774,KOTKAPURA,151204,PUNJAB,1969,SUBMITTED,,PLC,,06-11-2024,151102,Bathinda,PUNJAB
CENTRAL,RAILWAY,RAILWAY_6,F,12409,KAMAKHYAGURI,736202,WEST BENGAL,1975,First_Year_Waiver,31-10-2025,,,,736202,Jalpaiguri,WEST BENGAL
CENTRAL,DEFENCE,DEFENCE_8,F,06897,COLLEGE ROAD KATHUA,184101,JAMMU AND KASHMIR,1968,First_Year_Waiver,31-10-2025,,,,184104,Kathua,JAMMU & KASHMIR
CENTRAL,DEFENCE,DEFENCE_8,F,50103,RAJBIR MKT CHARKHI DADRI,127306,HARYANA,1980,First_Year_Waiver,31-10-2025,,,,127022,Bhiwani,HARYANA
STATE,STATE,ASSAM_1,F,00247,HAFLONG,788819,ASSAM,2002,SUBMITTED,,PLC,,03-12-2024,788819,,
CENTRAL AUTONOMOUS BODIES,AUTONOMOUS,ICAR_140,F,10343,IND INST OF SUGARCANE RESEARCH LUCKNOW,226002,UTTAR PRADESH,1963,SUBMITTED,,PLC,,12-11-2024,226002,Lucknow,UTTAR PRADESH
CENTRAL,RAILWAY,RAILWAY_6,F,08265,MADGHARIA,781020,ASSAM,1965,SUBMITTED,,PLC,,20-11-2024,781020,Kamrup Metropolitan,ASSAM
CENTRAL,DEFENCE,DEFENCE_8,F,04946,ACB MOHINDERGARH,123029,HARYANA,1938,SUBMITTED,,DLC,,26-11-2024,123029,Mahendragarh,HARYANA
STATE AUTONOMOUS BODIES,AUTONOMOUS,HAU_1,F,01566,HARYANA AGRI UNIV HISSAR,125004,HARYANA,1957,SUBMITTED,,PLC,,11-12-2024,122001,Gurgaon,HARYANA
CENTRAL,CPAO,CIVIL_39,F,00890,ONGOLE,523001,ANDHRA PRADESH,1985,SUBMITTED,,PLC,,30-12-2024,523001,Prakasam,ANDHRA PRADESH
